sep=;
"Version";"4"
"Sprache";"de-DE"
"Lokales Export Datum";"06.11.2025 09:57:54"
"Export Datum UTC";"2025-11-06T08:57:54.162Z"
"Zeitzone";"Europe/Berlin"
"Nutzername";"strub@gmx.de"
"Ebene";"Anlage"
"Id der Anlage";"15227868"
"Name der Anlage";"Strub Thomas Offnadingen"
"";""
"Zeitraum";"Gesamtertrag [kWh] / Strub Thomas Offnadingen"
"01.08.2025";"40,63"
"02.08.2025";"31,06"
"03.08.2025";"53,03"
"04.08.2025";"80,09"
"05.08.2025";"54,45"
"06.08.2025";"71,24"
"07.08.2025";"90,39"
"08.08.2025";"88,65"
"09.08.2025";"84,07"
"10.08.2025";"84,63"
"11.08.2025";"85,10"
"12.08.2025";"79,09"
"13.08.2025";"78,07"
"14.08.2025";"79,48"
"15.08.2025";"67,35"
"16.08.2025";"71,90"
"17.08.2025";"84,12"
"18.08.2025";"84,55"
"19.08.2025";"77,93"
"20.08.2025";"32,61"
"21.08.2025";"17,04"
"22.08.2025";"70,80"
"23.08.2025";"79,01"
"24.08.2025";"83,38"
"25.08.2025";"82,53"
"26.08.2025";"72,56"
"27.08.2025";"37,70"
"28.08.2025";"25,99"
"29.08.2025";"64,49"
"30.08.2025";"66,08"
"31.08.2025";"78,65"
