sep=;
"Version";"4"
"Sprache";"de-DE"
"Lokales Export Datum";"05.11.2025 11:44:54"
"Export Datum UTC";"2025-11-05T10:44:54.558Z"
"Zeitzone";"Europe/Berlin"
"Nutzername";"strub@gmx.de"
"Ebene";"Anlage"
"Id der Anlage";"15227868"
"Name der Anlage";"Strub Thomas Offnadingen"
"";""
"Zeitraum";"Leistung [kW] / Strub Thomas Offnadingen"
"27.05.2025 00:15";"0,00"
"27.05.2025 00:30";"0,00"
"27.05.2025 00:45";"0,00"
"27.05.2025 01:00";"0,00"
"27.05.2025 01:15";"0,00"
"27.05.2025 01:30";"0,00"
"27.05.2025 01:45";"0,00"
"27.05.2025 02:00";"0,00"
"27.05.2025 02:15";"0,00"
"27.05.2025 02:30";"0,00"
"27.05.2025 02:45";"0,00"
"27.05.2025 03:00";"0,00"
"27.05.2025 03:15";"0,00"
"27.05.2025 03:30";"0,00"
"27.05.2025 03:45";"0,00"
"27.05.2025 04:00";"0,00"
"27.05.2025 04:15";"0,00"
"27.05.2025 04:30";"0,00"
"27.05.2025 04:45";"0,00"
"27.05.2025 05:00";"0,00"
"27.05.2025 05:15";"0,00"
"27.05.2025 05:30";"0,00"
"27.05.2025 05:45";"0,00"
"27.05.2025 06:00";"0,00"
"27.05.2025 06:15";"0,05"
"27.05.2025 06:30";"0,33"
"27.05.2025 06:45";"0,80"
"27.05.2025 07:00";"0,77"
"27.05.2025 07:15";"0,70"
"27.05.2025 07:30";"0,84"
"27.05.2025 07:45";"1,22"
"27.05.2025 08:00";"1,61"
"27.05.2025 08:15";"1,85"
"27.05.2025 08:30";"2,06"
"27.05.2025 08:45";"1,72"
"27.05.2025 09:00";"1,63"
"27.05.2025 09:15";"2,14"
"27.05.2025 09:30";"3,80"
"27.05.2025 09:45";"3,33"
"27.05.2025 10:00";"3,94"
"27.05.2025 10:15";"6,06"
"27.05.2025 10:30";"6,92"
"27.05.2025 10:45";"8,42"
"27.05.2025 11:00";"7,44"
"27.05.2025 11:15";"5,42"
"27.05.2025 11:30";"8,07"
"27.05.2025 11:45";"10,10"
"27.05.2025 12:00";"11,70"
"27.05.2025 12:15";"8,68"
"27.05.2025 12:30";"7,38"
"27.05.2025 12:45";"6,38"
"27.05.2025 13:00";"6,32"
"27.05.2025 13:15";"8,71"
"27.05.2025 13:30";"3,62"
"27.05.2025 13:45";"4,75"
"27.05.2025 14:00";"4,81"
"27.05.2025 14:15";"4,35"
"27.05.2025 14:30";"4,62"
"27.05.2025 14:45";"5,49"
"27.05.2025 15:00";"9,46"
"27.05.2025 15:15";"6,15"
"27.05.2025 15:30";"10,01"
"27.05.2025 15:45";"4,98"
"27.05.2025 16:00";"5,49"
"27.05.2025 16:15";"6,58"
"27.05.2025 16:30";"7,97"
"27.05.2025 16:45";"10,82"
"27.05.2025 17:00";"8,59"
"27.05.2025 17:15";"9,24"
"27.05.2025 17:30";"7,32"
"27.05.2025 17:45";"5,81"
"27.05.2025 18:00";"5,38"
"27.05.2025 18:15";"3,48"
"27.05.2025 18:30";"2,60"
"27.05.2025 18:45";"3,02"
"27.05.2025 19:00";"2,02"
"27.05.2025 19:15";"1,58"
"27.05.2025 19:30";"1,26"
"27.05.2025 19:45";"1,34"
"27.05.2025 20:00";"1,11"
"27.05.2025 20:15";"0,63"
"27.05.2025 20:30";"0,36"
"27.05.2025 20:45";"0,20"
"27.05.2025 21:00";"0,10"
"27.05.2025 21:15";"0,00"
"27.05.2025 21:30";"0,00"
"27.05.2025 21:45";"0,00"
"27.05.2025 22:00";"0,00"
"27.05.2025 22:15";"0,00"
"27.05.2025 22:30";"0,00"
"27.05.2025 22:45";"0,00"
"27.05.2025 23:00";"0,00"
"27.05.2025 23:15";"0,00"
"27.05.2025 23:30";"0,00"
"27.05.2025 23:45";"0,00"
"28.05.2025 00:00";"0,00"
"28.05.2025 00:15";"0,00"
"28.05.2025 00:30";"0,00"
"28.05.2025 00:45";"0,00"
"28.05.2025 01:00";"0,00"
"28.05.2025 01:15";"0,00"
"28.05.2025 01:30";"0,00"
"28.05.2025 01:45";"0,00"
"28.05.2025 02:00";"0,00"
"28.05.2025 02:15";"0,00"
"28.05.2025 02:30";"0,00"
"28.05.2025 02:45";"0,00"
"28.05.2025 03:00";"0,00"
"28.05.2025 03:15";"0,00"
"28.05.2025 03:30";"0,00"
"28.05.2025 03:45";"0,00"
"28.05.2025 04:00";"0,00"
"28.05.2025 04:15";"0,00"
"28.05.2025 04:30";"0,00"
"28.05.2025 04:45";"0,00"
"28.05.2025 05:00";"0,00"
"28.05.2025 05:15";"0,00"
"28.05.2025 05:30";"0,00"
"28.05.2025 05:45";"0,00"
"28.05.2025 06:00";"0,00"
"28.05.2025 06:15";"0,08"
"28.05.2025 06:30";"0,25"
"28.05.2025 06:45";"0,44"
"28.05.2025 07:00";"0,43"
"28.05.2025 07:15";"0,85"
"28.05.2025 07:30";"0,76"
"28.05.2025 07:45";"0,50"
"28.05.2025 08:00";"0,48"
"28.05.2025 08:15";"0,57"
"28.05.2025 08:30";"0,51"
"28.05.2025 08:45";"0,58"
"28.05.2025 09:00";"0,57"
"28.05.2025 09:15";"0,98"
"28.05.2025 09:30";"0,79"
"28.05.2025 09:45";"0,56"
"28.05.2025 10:00";"0,93"
"28.05.2025 10:15";"1,14"
"28.05.2025 10:30";"0,66"
"28.05.2025 10:45";"0,71"
"28.05.2025 11:00";"0,83"
"28.05.2025 11:15";"0,90"
"28.05.2025 11:30";"0,94"
"28.05.2025 11:45";"1,64"
"28.05.2025 12:00";"1,58"
"28.05.2025 12:15";"0,99"
"28.05.2025 12:30";"1,12"
"28.05.2025 12:45";"1,12"
"28.05.2025 13:00";"1,61"
"28.05.2025 13:15";"1,14"
"28.05.2025 13:30";"1,02"
"28.05.2025 13:45";"2,36"
"28.05.2025 14:00";"1,47"
"28.05.2025 14:15";"1,15"
"28.05.2025 14:30";"1,08"
"28.05.2025 14:45";"1,73"
"28.05.2025 15:00";"1,29"
"28.05.2025 15:15";"1,04"
"28.05.2025 15:30";"2,53"
"28.05.2025 15:45";"2,05"
"28.05.2025 16:00";"2,27"
"28.05.2025 16:15";"1,82"
"28.05.2025 16:30";"1,63"
"28.05.2025 16:45";"1,60"
"28.05.2025 17:00";"1,64"
"28.05.2025 17:15";"2,16"
"28.05.2025 17:30";"1,71"
"28.05.2025 17:45";"2,46"
"28.05.2025 18:00";"5,32"
"28.05.2025 18:15";"6,00"
"28.05.2025 18:30";"2,27"
"28.05.2025 18:45";"2,55"
"28.05.2025 19:00";"1,62"
"28.05.2025 19:15";"1,50"
"28.05.2025 19:30";"1,18"
"28.05.2025 19:45";"0,54"
"28.05.2025 20:00";"0,16"
"28.05.2025 20:15";"0,21"
"28.05.2025 20:30";"0,47"
"28.05.2025 20:45";"0,24"
"28.05.2025 21:00";"0,01"
"28.05.2025 21:15";"0,00"
"28.05.2025 21:30";"0,00"
"28.05.2025 21:45";"0,00"
"28.05.2025 22:00";"0,00"
"28.05.2025 22:15";"0,00"
"28.05.2025 22:30";"0,00"
"28.05.2025 22:45";"0,00"
"28.05.2025 23:00";"0,00"
"28.05.2025 23:15";"0,00"
