sep=;
"Version";"4"
"Sprache";"de-DE"
"Lokales Export Datum";"05.11.2025 11:43:29"
"Export Datum UTC";"2025-11-05T10:43:29.986Z"
"Zeitzone";"Europe/Berlin"
"Nutzername";"strub@gmx.de"
"Ebene";"Anlage"
"Id der Anlage";"15227868"
"Name der Anlage";"Strub Thomas Offnadingen"
"";""
"Zeitraum";"Leistung [kW] / Strub Thomas Offnadingen"
"25.02.2025 00:15";"0,00"
"25.02.2025 00:30";"0,00"
"25.02.2025 00:45";"0,00"
"25.02.2025 01:00";"0,00"
"25.02.2025 01:15";"0,00"
"25.02.2025 01:30";"0,00"
"25.02.2025 01:45";"0,00"
"25.02.2025 02:00";"0,00"
"25.02.2025 02:15";"0,00"
"25.02.2025 02:30";"0,00"
"25.02.2025 02:45";"0,00"
"25.02.2025 03:00";"0,00"
"25.02.2025 03:15";"0,00"
"25.02.2025 03:30";"0,00"
"25.02.2025 03:45";"0,00"
"25.02.2025 04:00";"0,00"
"25.02.2025 04:15";"0,00"
"25.02.2025 04:30";"0,00"
"25.02.2025 04:45";"0,00"
"25.02.2025 05:00";"0,00"
"25.02.2025 05:15";"0,00"
"25.02.2025 05:30";"0,00"
"25.02.2025 05:45";"0,00"
"25.02.2025 06:00";"0,00"
"25.02.2025 06:15";"0,00"
"25.02.2025 06:30";"0,00"
"25.02.2025 06:45";"0,00"
"25.02.2025 07:00";"0,00"
"25.02.2025 07:15";"0,00"
"25.02.2025 07:30";"0,00"
"25.02.2025 07:45";"0,00"
"25.02.2025 08:00";"0,08"
"25.02.2025 08:15";"0,37"
"25.02.2025 08:30";"0,22"
"25.02.2025 08:45";"0,39"
"25.02.2025 09:00";"0,51"
"25.02.2025 09:15";"0,55"
"25.02.2025 09:30";"0,67"
"25.02.2025 09:45";"0,60"
"25.02.2025 10:00";"0,75"
"25.02.2025 10:15";"0,76"
"25.02.2025 10:30";"0,62"
"25.02.2025 10:45";"0,49"
"25.02.2025 11:00";"0,68"
"25.02.2025 11:15";"0,87"
"25.02.2025 11:30";"0,62"
"25.02.2025 11:45";"0,86"
"25.02.2025 12:00";"1,04"
"25.02.2025 12:15";"0,96"
"25.02.2025 12:30";"0,97"
"25.02.2025 12:45";"2,05"
"25.02.2025 13:00";"2,13"
"25.02.2025 13:15";"3,10"
"25.02.2025 13:30";"1,87"
"25.02.2025 13:45";"1,18"
"25.02.2025 14:00";"1,46"
"25.02.2025 14:15";"0,97"
"25.02.2025 14:30";"1,48"
"25.02.2025 14:45";"2,18"
"25.02.2025 15:00";"4,10"
"25.02.2025 15:15";"9,50"
"25.02.2025 15:30";"8,77"
"25.02.2025 15:45";"7,79"
"25.02.2025 16:00";"6,51"
"25.02.2025 16:15";"4,83"
"25.02.2025 16:30";"1,52"
"25.02.2025 16:45";"1,46"
"25.02.2025 17:00";"4,38"
"25.02.2025 17:15";"1,86"
"25.02.2025 17:30";"0,18"
"25.02.2025 17:45";"0,06"
"25.02.2025 18:00";"0,00"
"25.02.2025 18:15";"0,00"
"25.02.2025 18:30";"0,00"
"25.02.2025 18:45";"0,00"
"25.02.2025 19:00";"0,00"
"25.02.2025 19:15";"0,00"
"25.02.2025 19:30";"0,00"
"25.02.2025 19:45";"0,00"
"25.02.2025 20:00";"0,00"
"25.02.2025 20:15";"0,00"
"25.02.2025 20:30";"0,00"
"25.02.2025 20:45";"0,00"
"25.02.2025 21:00";"0,00"
"25.02.2025 21:15";"0,00"
"25.02.2025 21:30";"0,00"
"25.02.2025 21:45";"0,00"
"25.02.2025 22:00";"0,00"
"25.02.2025 22:15";"0,00"
"25.02.2025 22:30";"0,00"
"25.02.2025 22:45";"0,00"
"25.02.2025 23:00";"0,00"
"25.02.2025 23:15";"0,00"
"25.02.2025 23:30";"0,00"
"25.02.2025 23:45";"0,00"
"26.02.2025 00:00";"0,00"
"26.02.2025 00:15";"0,00"
"26.02.2025 00:30";"0,00"
"26.02.2025 00:45";"0,00"
"26.02.2025 01:00";"0,00"
"26.02.2025 01:15";"0,00"
"26.02.2025 01:30";"0,00"
"26.02.2025 01:45";"0,00"
"26.02.2025 02:00";"0,00"
"26.02.2025 02:15";"0,00"
"26.02.2025 02:30";"0,00"
"26.02.2025 02:45";"0,00"
"26.02.2025 03:00";"0,00"
"26.02.2025 03:15";"0,00"
"26.02.2025 03:30";"0,00"
"26.02.2025 03:45";"0,00"
"26.02.2025 04:00";"0,00"
"26.02.2025 04:15";"0,00"
"26.02.2025 04:30";"0,00"
"26.02.2025 04:45";"0,00"
"26.02.2025 05:00";"0,00"
"26.02.2025 05:15";"0,00"
"26.02.2025 05:30";"0,00"
"26.02.2025 05:45";"0,00"
"26.02.2025 06:00";"0,00"
"26.02.2025 06:15";"0,00"
"26.02.2025 06:30";"0,00"
"26.02.2025 06:45";"0,00"
"26.02.2025 07:00";"0,00"
"26.02.2025 07:15";"0,00"
"26.02.2025 07:30";"0,00"
"26.02.2025 07:45";"0,00"
"26.02.2025 08:00";"0,00"
"26.02.2025 08:15";"0,02"
"26.02.2025 08:30";"0,13"
"26.02.2025 08:45";"0,12"
"26.02.2025 09:00";"0,10"
"26.02.2025 09:15";"0,20"
"26.02.2025 09:30";"0,30"
"26.02.2025 09:45";"0,39"
"26.02.2025 10:00";"0,47"
"26.02.2025 10:15";"0,61"
"26.02.2025 10:30";"0,89"
"26.02.2025 10:45";"1,33"
"26.02.2025 11:00";"1,81"
"26.02.2025 11:15";"1,70"
"26.02.2025 11:30";"1,85"
"26.02.2025 11:45";"1,93"
"26.02.2025 12:00";"1,69"
"26.02.2025 12:15";"1,69"
"26.02.2025 12:30";"1,85"
"26.02.2025 12:45";"1,85"
"26.02.2025 13:00";"1,55"
"26.02.2025 13:15";"1,69"
"26.02.2025 13:30";"1,42"
"26.02.2025 13:45";"1,24"
"26.02.2025 14:00";"0,77"
"26.02.2025 14:15";"0,54"
"26.02.2025 14:30";"0,97"
"26.02.2025 14:45";"1,06"
"26.02.2025 15:00";"1,62"
"26.02.2025 15:15";"1,72"
"26.02.2025 15:30";"1,30"
"26.02.2025 15:45";"3,49"
"26.02.2025 16:00";"7,28"
"26.02.2025 16:15";"6,18"
"26.02.2025 16:30";"4,68"
"26.02.2025 16:45";"3,49"
"26.02.2025 17:00";"3,22"
"26.02.2025 17:15";"1,41"
"26.02.2025 17:30";"0,71"
"26.02.2025 17:45";"0,90"
"26.02.2025 18:00";"0,40"
"26.02.2025 18:15";"0,00"
"26.02.2025 18:30";"0,00"
"26.02.2025 18:45";"0,00"
"26.02.2025 19:00";"0,00"
"26.02.2025 19:15";"0,00"
"26.02.2025 19:30";"0,00"
"26.02.2025 19:45";"0,00"
"26.02.2025 20:00";"0,00"
"26.02.2025 20:15";"0,00"
"26.02.2025 20:30";"0,00"
"26.02.2025 20:45";"0,00"
"26.02.2025 21:00";"0,00"
"26.02.2025 21:15";"0,00"
"26.02.2025 21:30";"0,00"
"26.02.2025 21:45";"0,00"
"26.02.2025 22:00";"0,00"
"26.02.2025 22:15";"0,00"
"26.02.2025 22:30";"0,00"
"26.02.2025 22:45";"0,00"
"26.02.2025 23:00";"0,00"
"26.02.2025 23:15";"0,00"
