sep=;
"Version";"4"
"Sprache";"de-DE"
"Lokales Export Datum";"16.04.2025 18:25:43"
"Export Datum UTC";"2025-04-16T16:25:43.876Z"
"Zeitzone";"Europe/Berlin"
"Nutzername";"strub@gmx.de"
"Ebene";"Anlage"
"Id der Anlage";"15227868"
"Name der Anlage";"Strub Thomas Offnadingen"
"";""
"Zeitraum";"Leistung [kW]"
"00:15";"0,00"
"00:30";"0,00"
"00:45";"0,00"
"01:00";"0,00"
"01:15";"0,00"
"01:30";"0,00"
"01:45";"0,00"
"02:00";"0,00"
"02:15";"0,00"
"02:30";"0,00"
"02:45";"0,00"
"03:00";"0,00"
"03:15";"0,00"
"03:30";"0,00"
"03:45";"0,00"
"04:00";"0,00"
"04:15";"0,00"
"04:30";"0,00"
"04:45";"0,00"
"05:00";"0,00"
"05:15";"0,00"
"05:30";"0,00"
"05:45";"0,00"
"06:00";"0,00"
"06:15";"0,00"
"06:30";"0,00"
"06:45";"0,00"
"07:00";"0,00"
"07:15";"0,02"
"07:30";"0,18"
"07:45";"0,52"
"08:00";"0,42"
"08:15";"0,79"
"08:30";"1,12"
"08:45";"1,52"
"09:00";"1,17"
"09:15";"1,44"
"09:30";"3,38"
"09:45";"5,05"
"10:00";"5,95"
"10:15";"6,72"
"10:30";"7,37"
"10:45";"8,06"
"11:00";"8,71"
"11:15";"9,26"
"11:30";"9,84"
"11:45";"10,13"
"12:00";"10,43"
"12:15";"10,74"
"12:30";"11,01"
"12:45";"11,28"
"13:00";"10,37"
"13:15";"11,09"
"13:30";"12,34"
"13:45";"11,91"
"14:00";"8,34"
"14:15";"5,37"
"14:30";"7,20"
"14:45";"7,61"
"15:00";"3,81"
"15:15";"6,11"
"15:30";"9,97"
"15:45";"6,84"
"16:00";"3,32"
"16:15";"7,95"
"16:30";"6,98"
"16:45";"4,63"
"17:00";"4,80"
"17:15";"4,10"
"17:30";"3,38"
"17:45";"2,67"
"18:00";"1,58"
"18:15";"0,52"
"18:30";"0,20"
"18:45";"0,01"
"19:00";"0,00"
"19:15";"0,00"
"19:30";"0,00"
"19:45";"0,00"
"20:00";"0,00"
"20:15";"0,00"
"20:30";"0,00"
"20:45";"0,00"
"21:00";"0,00"
"21:15";"0,00"
"21:30";"0,00"
"21:45";"0,00"
"22:00";"0,00"
"22:15";"0,00"
"22:30";"0,00"
"22:45";"0,00"
"23:00";"0,00"
"23:15";"0,00"
"23:30";"0,00"
"23:45";"0,00"
"00:00";"0,00"
