sep=;
"Version";"4"
"Sprache";"de-DE"
"Lokales Export Datum";"05.11.2025 11:46:15"
"Export Datum UTC";"2025-11-05T10:46:15.897Z"
"Zeitzone";"Europe/Berlin"
"Nutzername";"strub@gmx.de"
"Ebene";"Anlage"
"Id der Anlage";"15227868"
"Name der Anlage";"Strub Thomas Offnadingen"
"";""
"Zeitraum";"Leistung [kW] / Strub Thomas Offnadingen"
"28.10.2025 00:15";"0,00"
"28.10.2025 00:30";"0,00"
"28.10.2025 00:45";"0,00"
"28.10.2025 01:00";"0,00"
"28.10.2025 01:15";"0,00"
"28.10.2025 01:30";"0,00"
"28.10.2025 01:45";"0,00"
"28.10.2025 02:00";"0,00"
"28.10.2025 02:15";"0,00"
"28.10.2025 02:30";"0,00"
"28.10.2025 02:45";"0,00"
"28.10.2025 03:00";"0,00"
"28.10.2025 03:15";"0,00"
"28.10.2025 03:30";"0,00"
"28.10.2025 03:45";"0,00"
"28.10.2025 04:00";"0,00"
"28.10.2025 04:15";"0,00"
"28.10.2025 04:30";"0,00"
"28.10.2025 04:45";"0,00"
"28.10.2025 05:00";"0,00"
"28.10.2025 05:15";"0,00"
"28.10.2025 05:30";"0,00"
"28.10.2025 05:45";"0,00"
"28.10.2025 06:00";"0,00"
"28.10.2025 06:15";"0,00"
"28.10.2025 06:30";"0,00"
"28.10.2025 06:45";"0,00"
"28.10.2025 07:00";"0,00"
"28.10.2025 07:15";"0,00"
"28.10.2025 07:30";"0,00"
"28.10.2025 07:45";"0,20"
"28.10.2025 08:00";"0,51"
"28.10.2025 08:15";"0,36"
"28.10.2025 08:30";"0,62"
"28.10.2025 08:45";"0,98"
"28.10.2025 09:00";"1,50"
"28.10.2025 09:15";"1,54"
"28.10.2025 09:30";"2,34"
"28.10.2025 09:45";"2,87"
"28.10.2025 10:00";"2,72"
"28.10.2025 10:15";"4,67"
"28.10.2025 10:30";"4,38"
"28.10.2025 10:45";"4,02"
"28.10.2025 11:00";"7,04"
"28.10.2025 11:15";"4,57"
"28.10.2025 11:30";"3,34"
"28.10.2025 11:45";"2,52"
"28.10.2025 12:00";"2,78"
"28.10.2025 12:15";"3,94"
"28.10.2025 12:30";"4,52"
"28.10.2025 12:45";"3,98"
"28.10.2025 13:00";"8,78"
"28.10.2025 13:15";"6,88"
"28.10.2025 13:30";"8,77"
"28.10.2025 13:45";"6,23"
"28.10.2025 14:00";"8,44"
"28.10.2025 14:15";"8,08"
"28.10.2025 14:30";"6,83"
"28.10.2025 14:45";"3,91"
"28.10.2025 15:00";"5,85"
"28.10.2025 15:15";"5,55"
"28.10.2025 15:30";"2,98"
"28.10.2025 15:45";"2,31"
"28.10.2025 16:00";"3,68"
"28.10.2025 16:15";"3,32"
"28.10.2025 16:30";"1,33"
"28.10.2025 16:45";"2,30"
"28.10.2025 17:00";"1,11"
"28.10.2025 17:15";"0,25"
"28.10.2025 17:30";"0,00"
"28.10.2025 17:45";"0,00"
"28.10.2025 18:00";"0,00"
"28.10.2025 18:15";"0,00"
"28.10.2025 18:30";"0,00"
"28.10.2025 18:45";"0,00"
"28.10.2025 19:00";"0,00"
"28.10.2025 19:15";"0,00"
"28.10.2025 19:30";"0,00"
"28.10.2025 19:45";"0,00"
"28.10.2025 20:00";"0,00"
"28.10.2025 20:15";"0,00"
"28.10.2025 20:30";"0,00"
"28.10.2025 20:45";"0,00"
"28.10.2025 21:00";"0,00"
"28.10.2025 21:15";"0,00"
"28.10.2025 21:30";"0,00"
"28.10.2025 21:45";"0,00"
"28.10.2025 22:00";"0,00"
"28.10.2025 22:15";"0,00"
"28.10.2025 22:30";"0,00"
"28.10.2025 22:45";"0,00"
"28.10.2025 23:00";"0,00"
"28.10.2025 23:15";"0,00"
"28.10.2025 23:30";"0,00"
"28.10.2025 23:45";"0,00"
"29.10.2025 00:00";"0,00"
"29.10.2025 00:15";"0,00"
"29.10.2025 00:30";"0,00"
"29.10.2025 00:45";"0,00"
"29.10.2025 01:00";"0,00"
"29.10.2025 01:15";"0,00"
"29.10.2025 01:30";"0,00"
"29.10.2025 01:45";"0,00"
"29.10.2025 02:00";"0,00"
"29.10.2025 02:15";"0,00"
"29.10.2025 02:30";"0,00"
"29.10.2025 02:45";"0,00"
"29.10.2025 03:00";"0,00"
"29.10.2025 03:15";"0,00"
"29.10.2025 03:30";"0,00"
"29.10.2025 03:45";"0,00"
"29.10.2025 04:00";"0,00"
"29.10.2025 04:15";"0,00"
"29.10.2025 04:30";"0,00"
"29.10.2025 04:45";"0,00"
"29.10.2025 05:00";"0,00"
"29.10.2025 05:15";"0,00"
"29.10.2025 05:30";"0,00"
"29.10.2025 05:45";"0,00"
"29.10.2025 06:00";"0,00"
"29.10.2025 06:15";"0,00"
"29.10.2025 06:30";"0,00"
"29.10.2025 06:45";"0,00"
"29.10.2025 07:00";"0,00"
"29.10.2025 07:15";"0,00"
"29.10.2025 07:30";"0,00"
"29.10.2025 07:45";"0,14"
"29.10.2025 08:00";"0,37"
"29.10.2025 08:15";"0,74"
"29.10.2025 08:30";"1,15"
"29.10.2025 08:45";"1,49"
"29.10.2025 09:00";"2,32"
"29.10.2025 09:15";"2,84"
"29.10.2025 09:30";"3,20"
"29.10.2025 09:45";"4,36"
"29.10.2025 10:00";"4,53"
"29.10.2025 10:15";"5,37"
"29.10.2025 10:30";"5,94"
"29.10.2025 10:45";"6,99"
"29.10.2025 11:00";"7,14"
"29.10.2025 11:15";"7,31"
"29.10.2025 11:30";"7,01"
"29.10.2025 11:45";"7,34"
"29.10.2025 12:00";"7,31"
"29.10.2025 12:15";"6,54"
"29.10.2025 12:30";"6,77"
"29.10.2025 12:45";"7,71"
"29.10.2025 13:00";"4,96"
"29.10.2025 13:15";"5,51"
"29.10.2025 13:30";"4,56"
"29.10.2025 13:45";"5,00"
"29.10.2025 14:00";"7,86"
"29.10.2025 14:15";"7,10"
"29.10.2025 14:30";"6,10"
"29.10.2025 14:45";"5,15"
"29.10.2025 15:00";"4,13"
"29.10.2025 15:15";"2,47"
"29.10.2025 15:30";"1,95"
"29.10.2025 15:45";"1,39"
"29.10.2025 16:00";"0,92"
"29.10.2025 16:15";"0,76"
"29.10.2025 16:30";"0,50"
"29.10.2025 16:45";"0,22"
"29.10.2025 17:00";"0,07"
"29.10.2025 17:15";"0,00"
"29.10.2025 17:30";"0,00"
"29.10.2025 17:45";"0,00"
"29.10.2025 18:00";"0,00"
"29.10.2025 18:15";"0,00"
"29.10.2025 18:30";"0,00"
"29.10.2025 18:45";"0,00"
"29.10.2025 19:00";"0,00"
"29.10.2025 19:15";"0,00"
"29.10.2025 19:30";"0,00"
"29.10.2025 19:45";"0,00"
"29.10.2025 20:00";"0,00"
"29.10.2025 20:15";"0,00"
"29.10.2025 20:30";"0,00"
"29.10.2025 20:45";"0,00"
"29.10.2025 21:00";"0,00"
"29.10.2025 21:15";"0,00"
"29.10.2025 21:30";"0,00"
"29.10.2025 21:45";"0,00"
"29.10.2025 22:00";"0,00"
"29.10.2025 22:15";"0,00"
"29.10.2025 22:30";"0,00"
"29.10.2025 22:45";"0,00"
"29.10.2025 23:00";"0,00"
"29.10.2025 23:15";"0,00"
