sep=;
"Version";"4"
"Sprache";"de-DE"
"Lokales Export Datum";"09.07.2025 13:26:40"
"Export Datum UTC";"2025-07-09T11:26:40.435Z"
"Zeitzone";"Europe/Berlin"
"Nutzername";"strub@gmx.de"
"Ebene";"Anlage"
"Id der Anlage";"15227868"
"Name der Anlage";"Strub Thomas Offnadingen"
"";""
"Zeitraum";"Gesamtertrag [kWh] / Strub Thomas Offnadingen"
"01.04.2025";"60,08"
"02.04.2025";"80,61"
"03.04.2025";"79,46"
"04.04.2025";"79,92"
"05.04.2025";"81,66"
"06.04.2025";"87,46"
"07.04.2025";"85,76"
"08.04.2025";"84,47"
"09.04.2025";"80,73"
"10.04.2025";"84,37"
"11.04.2025";"84,71"
"12.04.2025";"64,34"
"13.04.2025";"32,53"
"14.04.2025";"78,02"
"15.04.2025";"46,00"
"16.04.2025";"11,38"
"17.04.2025";"11,98"
"18.04.2025";"18,38"
"19.04.2025";"84,43"
"20.04.2025";"31,93"
"21.04.2025";"38,38"
"22.04.2025";"80,53"
"23.04.2025";"32,37"
"24.04.2025";"31,73"
"25.04.2025";"56,89"
"26.04.2025";"39,80"
"27.04.2025";"76,59"
"28.04.2025";"87,15"
"29.04.2025";"86,87"
"30.04.2025";"86,69"
