sep=;
"Version";"4"
"Sprache";"de-DE"
"Lokales Export Datum";"09.07.2025 13:27:04"
"Export Datum UTC";"2025-07-09T11:27:04.807Z"
"Zeitzone";"Europe/Berlin"
"Nutzername";"strub@gmx.de"
"Ebene";"Anlage"
"Id der Anlage";"15227868"
"Name der Anlage";"Strub Thomas Offnadingen"
"";""
"Zeitraum";"Gesamtertrag [kWh] / Strub Thomas Offnadingen"
"01.02.2025";"26,41"
"02.02.2025";"10,67"
"03.02.2025";"4,89"
"04.02.2025";"32,50"
"05.02.2025";"45,87"
"06.02.2025";"6,78"
"07.02.2025";"29,33"
"08.02.2025";"36,24"
"09.02.2025";"27,25"
"10.02.2025";"8,70"
"11.02.2025";"5,51"
"12.02.2025";"18,72"
"13.02.2025";"22,52"
"14.02.2025";"13,51"
"15.02.2025";"54,08"
"16.02.2025";"26,94"
"17.02.2025";"11,77"
"18.02.2025";"45,10"
"19.02.2025";"49,87"
"20.02.2025";"43,43"
"21.02.2025";"41,73"
"22.02.2025";"21,80"
"23.02.2025";"34,11"
"24.02.2025";"16,81"
"25.02.2025";"19,84"
"26.02.2025";"16,15"
"27.02.2025";"43,79"
"28.02.2025";"19,33"
