sep=;
"Version";"4"
"Sprache";"de-DE"
"Lokales Export Datum";"06.11.2025 09:57:56"
"Export Datum UTC";"2025-11-06T08:57:56.737Z"
"Zeitzone";"Europe/Berlin"
"Nutzername";"strub@gmx.de"
"Ebene";"Anlage"
"Id der Anlage";"15227868"
"Name der Anlage";"Strub Thomas Offnadingen"
"";""
"Zeitraum";"Gesamtertrag [kWh] / Strub Thomas Offnadingen"
"01.09.2025";"40,91"
"02.09.2025";"76,97"
"03.09.2025";"71,75"
"04.09.2025";"29,87"
"05.09.2025";"52,16"
"06.09.2025";"77,02"
"07.09.2025";"78,81"
"08.09.2025";"15,50"
"09.09.2025";"43,15"
"10.09.2025";"60,60"
"11.09.2025";"53,65"
"12.09.2025";"69,36"
"13.09.2025";"50,09"
"14.09.2025";"50,38"
"15.09.2025";"41,90"
"16.09.2025";"56,62"
"17.09.2025";"63,22"
"18.09.2025";"75,08"
"19.09.2025";"73,09"
"20.09.2025";"70,02"
"21.09.2025";"15,64"
"22.09.2025";"19,41"
"23.09.2025";"10,51"
"24.09.2025";"6,50"
"25.09.2025";"14,56"
"26.09.2025";"5,85"
"27.09.2025";"54,39"
"28.09.2025";"53,32"
"29.09.2025";"32,21"
"30.09.2025";"29,69"
