sep=;
"Version";"4"
"Sprache";"de-DE"
"Lokales Export Datum";"16.04.2025 18:25:36"
"Export Datum UTC";"2025-04-16T16:25:36.349Z"
"Zeitzone";"Europe/Berlin"
"Nutzername";"strub@gmx.de"
"Ebene";"Anlage"
"Id der Anlage";"15227868"
"Name der Anlage";"Strub Thomas Offnadingen"
"";""
"Zeitraum";"Leistung [kW]"
"00:15";"0,00"
"00:30";"0,00"
"00:45";"0,00"
"01:00";"0,00"
"01:15";"0,00"
"01:30";"0,00"
"01:45";"0,00"
"02:00";"0,00"
"02:15";"0,00"
"02:30";"0,00"
"02:45";"0,00"
"03:00";"0,00"
"03:15";"0,00"
"03:30";"0,00"
"03:45";"0,00"
"04:00";"0,00"
"04:15";"0,00"
"04:30";"0,00"
"04:45";"0,00"
"05:00";"0,00"
"05:15";"0,00"
"05:30";"0,00"
"05:45";"0,00"
"06:00";"0,00"
"06:15";"0,00"
"06:30";"0,00"
"06:45";"0,00"
"07:00";"0,00"
"07:15";"0,00"
"07:30";"0,00"
"07:45";"0,00"
"08:00";"0,06"
"08:15";"0,14"
"08:30";"0,17"
"08:45";"0,21"
"09:00";"0,24"
"09:15";"0,30"
"09:30";"0,52"
"09:45";"0,78"
"10:00";"0,93"
"10:15";"0,75"
"10:30";"0,74"
"10:45";"0,85"
"11:00";"1,13"
"11:15";"0,99"
"11:30";"0,83"
"11:45";"0,96"
"12:00";"1,28"
"12:15";"1,09"
"12:30";"1,13"
"12:45";"1,14"
"13:00";"1,23"
"13:15";"1,23"
"13:30";"1,15"
"13:45";"1,00"
"14:00";"1,00"
"14:15";"1,03"
"14:30";"1,14"
"14:45";"0,92"
"15:00";"0,57"
"15:15";"0,49"
"15:30";"0,47"
"15:45";"0,46"
"16:00";"0,32"
"16:15";"0,35"
"16:30";"0,25"
"16:45";"0,18"
"17:00";"0,13"
"17:15";"0,08"
"17:30";"0,02"
"17:45";"0,00"
"18:00";"0,00"
"18:15";"0,00"
"18:30";"0,00"
"18:45";"0,00"
"19:00";"0,00"
"19:15";"0,00"
"19:30";"0,00"
"19:45";"0,00"
"20:00";"0,00"
"20:15";"0,00"
"20:30";"0,00"
"20:45";"0,00"
"21:00";"0,00"
"21:15";"0,00"
"21:30";"0,00"
"21:45";"0,00"
"22:00";"0,00"
"22:15";"0,00"
"22:30";"0,00"
"22:45";"0,00"
"23:00";"0,00"
"23:15";"0,00"
"23:30";"0,00"
"23:45";"0,00"
"00:00";"0,00"
