sep=;
"Version";"4"
"Sprache";"de-DE"
"Lokales Export Datum";"16.04.2025 18:24:59"
"Export Datum UTC";"2025-04-16T16:24:59.340Z"
"Zeitzone";"Europe/Berlin"
"Nutzername";"strub@gmx.de"
"Ebene";"Anlage"
"Id der Anlage";"15227868"
"Name der Anlage";"Strub Thomas Offnadingen"
"";""
"Zeitraum";"Leistung [kW]"
"00:05";"0,00"
"00:10";"0,00"
"00:15";"0,00"
"00:20";"0,00"
"00:25";"0,00"
"00:30";"0,00"
"00:35";"0,00"
"00:40";"0,00"
"00:45";"0,00"
"00:50";"0,00"
"00:55";"0,00"
"01:00";"0,00"
"01:05";"0,00"
"01:10";"0,00"
"01:15";"0,00"
"01:20";"0,00"
"01:25";"0,00"
"01:30";"0,00"
"01:35";"0,00"
"01:40";"0,00"
"01:45";"0,00"
"01:50";"0,00"
"01:55";"0,00"
"02:00";"0,00"
"02:05";"0,00"
"02:10";"0,00"
"02:15";"0,00"
"02:20";"0,00"
"02:25";"0,00"
"02:30";"0,00"
"02:35";"0,00"
"02:40";"0,00"
"02:45";"0,00"
"02:50";"0,00"
"02:55";"0,00"
"03:00";"0,00"
"03:05";"0,00"
"03:10";"0,00"
"03:15";"0,00"
"03:20";"0,00"
"03:25";"0,00"
"03:30";"0,00"
"03:35";"0,00"
"03:40";"0,00"
"03:45";"0,00"
"03:50";"0,00"
"03:55";"0,00"
"04:00";"0,00"
"04:05";"0,00"
"04:10";"0,00"
"04:15";"0,00"
"04:20";"0,00"
"04:25";"0,00"
"04:30";"0,00"
"04:35";"0,00"
"04:40";"0,00"
"04:45";"0,00"
"04:50";"0,00"
"04:55";"0,00"
"05:00";"0,00"
"05:05";"0,00"
"05:10";"0,00"
"05:15";"0,00"
"05:20";"0,00"
"05:25";"0,00"
"05:30";"0,00"
"05:35";"0,00"
"05:40";"0,00"
"05:45";"0,00"
"05:50";"0,00"
"05:55";"0,00"
"06:00";"0,00"
"06:05";"0,00"
"06:10";"0,00"
"06:15";"0,00"
"06:20";"0,00"
"06:25";"0,00"
"06:30";"0,00"
"06:35";"0,00"
"06:40";"0,00"
"06:45";"0,00"
"06:50";"0,00"
"06:55";"0,00"
"07:00";"0,00"
"07:05";"0,00"
"07:10";"0,00"
"07:15";"0,00"
"07:20";"0,00"
"07:25";"0,00"
"07:30";"0,00"
"07:35";"0,00"
"07:40";"0,00"
"07:45";"0,01"
"07:50";"0,19"
"07:55";"0,25"
"08:00";"0,28"
"08:05";"0,26"
"08:10";"0,46"
"08:15";"1,09"
"08:20";"1,48"
"08:25";"1,33"
"08:30";"1,15"
"08:35";"1,03"
"08:40";"1,00"
"08:45";"0,98"
"08:50";"1,15"
"08:55";"1,33"
"09:00";"1,27"
"09:05";"1,00"
"09:10";"1,06"
"09:15";"1,00"
"09:20";"0,95"
"09:25";"0,85"
"09:30";"0,65"
"09:35";"0,61"
"09:40";"0,70"
"09:45";"0,73"
"09:50";"0,88"
"09:55";"1,15"
"10:00";"1,48"
"10:05";"1,49"
"10:10";"1,12"
"10:15";"1,01"
"10:20";"1,03"
"10:25";"0,95"
"10:30";"0,79"
"10:35";"0,56"
"10:40";"0,46"
"10:45";"0,47"
"10:50";"0,50"
"10:55";"0,58"
"11:00";"0,64"
"11:05";"0,70"
"11:10";"0,71"
"11:15";"0,66"
"11:20";"0,67"
"11:25";"0,66"
"11:30";"0,64"
"11:35";"0,64"
"11:40";"0,58"
"11:45";"0,54"
"11:50";"0,66"
"11:55";"0,90"
"12:00";"1,21"
"12:05";"1,46"
"12:10";"1,70"
"12:15";"1,82"
"12:20";"1,63"
"12:25";"2,08"
"12:30";"2,28"
"12:35";"2,54"
"12:40";"2,46"
"12:45";"2,03"
"12:50";"1,85"
"12:55";"1,56"
"13:00";"1,36"
"13:05";"1,87"
"13:10";"2,46"
"13:15";"2,74"
"13:20";"2,88"
"13:25";"2,70"
"13:30";"2,44"
"13:35";"2,29"
"13:40";"2,76"
"13:45";"2,71"
"13:50";"3,00"
"13:55";"3,36"
"14:00";"3,53"
"14:05";"3,38"
"14:10";"3,36"
"14:15";"4,03"
"14:20";"5,35"
"14:25";"4,36"
"14:30";"3,61"
"14:35";"3,37"
"14:40";"3,26"
"14:45";"2,90"
"14:50";"3,91"
"14:55";"2,54"
"15:00";"2,08"
"15:05";"2,96"
"15:10";"2,58"
"15:15";"2,71"
"15:20";"2,48"
"15:25";"2,75"
"15:30";"4,03"
"15:35";"3,44"
"15:40";"3,25"
"15:45";"3,59"
"15:50";"3,41"
"15:55";"4,20"
"16:00";"5,18"
"16:05";"4,48"
"16:10";"3,52"
"16:15";"4,64"
"16:20";"5,53"
"16:25";"5,82"
"16:30";"10,85"
"16:35";"7,64"
"16:40";"9,56"
"16:45";"10,34"
"16:50";"9,31"
"16:55";"9,50"
"17:00";"6,80"
"17:05";"5,21"
"17:10";"7,02"
"17:15";"4,32"
"17:20";"2,70"
"17:25";"4,13"
"17:30";"5,87"
"17:35";"8,62"
"17:40";"8,27"
"17:45";"7,14"
"17:50";"7,24"
"17:55";"5,54"
"18:00";"2,89"
"18:05";"3,31"
"18:10";"4,13"
"18:15";"2,88"
"18:20";"5,24"
"18:25";"4,76"
"18:30";"4,33"
"18:35";"3,95"
"18:40";"3,64"
"18:45";"3,32"
"18:50";"3,19"
"18:55";"2,99"
"19:00";"1,98"
"19:05";"2,35"
"19:10";"2,04"
"19:15";"1,43"
"19:20";"1,28"
"19:25";"0,56"
"19:30";"0,44"
"19:35";"0,34"
"19:40";"0,22"
"19:45";"0,14"
"19:50";"0,07"
"19:55";"0,05"
"20:00";"0,04"
"20:05";"0,00"
"20:10";"0,00"
"20:15";"0,00"
"20:20";"0,00"
"20:25";"0,00"
"20:30";"0,00"
"20:35";"0,00"
"20:40";"0,00"
"20:45";"0,00"
"20:50";"0,00"
"20:55";"0,00"
"21:00";"0,00"
"21:05";"0,00"
"21:10";"0,00"
"21:15";"0,00"
"21:20";"0,00"
"21:25";"0,00"
"21:30";"0,00"
"21:35";"0,00"
"21:40";"0,00"
"21:45";"0,00"
"21:50";"0,00"
"21:55";"0,00"
"22:00";"0,00"
"22:05";"0,00"
"22:10";"0,00"
"22:15";"0,00"
"22:20";"0,00"
"22:25";"0,00"
"22:30";"0,00"
"22:35";"0,00"
"22:40";"0,00"
"22:45";"0,00"
"22:50";"0,00"
"22:55";"0,00"
"23:00";"0,00"
"23:05";"0,00"
"23:10";"0,00"
"23:15";"0,00"
"23:20";"0,00"
"23:25";"0,00"
"23:30";"0,00"
"23:35";"0,00"
"23:40";"0,00"
"23:45";"0,00"
"23:50";"0,00"
"23:55";"0,00"
"00:00";"0,00"
