sep=;
"Version";"4"
"Sprache";"de-DE"
"Lokales Export Datum";"09.07.2025 13:26:49"
"Export Datum UTC";"2025-07-09T11:26:49.648Z"
"Zeitzone";"Europe/Berlin"
"Nutzername";"strub@gmx.de"
"Ebene";"Anlage"
"Id der Anlage";"15227868"
"Name der Anlage";"Strub Thomas Offnadingen"
"";""
"Zeitraum";"Gesamtertrag [kWh] / Strub Thomas Offnadingen"
"01.06.2025";"76,13"
"02.06.2025";"26,05"
"03.06.2025";"47,27"
"04.06.2025";"24,46"
"05.06.2025";"57,29"
"06.06.2025";"57,88"
"07.06.2025";"34,37"
"08.06.2025";"51,67"
"09.06.2025";"92,08"
"10.06.2025";"81,11"
"11.06.2025";"93,35"
"12.06.2025";"90,20"
"13.06.2025";"87,61"
"14.06.2025";"86,83"
"15.06.2025";"39,56"
"16.06.2025";"94,05"
"17.06.2025";"95,66"
"18.06.2025";"94,73"
"19.06.2025";"91,17"
"20.06.2025";"92,62"
"21.06.2025";"91,10"
"22.06.2025";"94,03"
"23.06.2025";"81,13"
"24.06.2025";"95,19"
"25.06.2025";"90,10"
"26.06.2025";"57,90"
"27.06.2025";"52,02"
"28.06.2025";"90,67"
"29.06.2025";"89,07"
"30.06.2025";"86,38"
