sep=;
"Version";"4"
"Sprache";"de-DE"
"Lokales Export Datum";"16.04.2025 18:25:46"
"Export Datum UTC";"2025-04-16T16:25:46.828Z"
"Zeitzone";"Europe/Berlin"
"Nutzername";"strub@gmx.de"
"Ebene";"Anlage"
"Id der Anlage";"15227868"
"Name der Anlage";"Strub Thomas Offnadingen"
"";""
"Zeitraum";"Leistung [kW]"
"00:15";"0,00"
"00:30";"0,00"
"00:45";"0,00"
"01:00";"0,00"
"01:15";"0,00"
"01:30";"0,00"
"01:45";"0,00"
"02:00";"0,00"
"02:15";"0,00"
"02:30";"0,00"
"02:45";"0,00"
"03:00";"0,00"
"03:15";"0,00"
"03:30";"0,00"
"03:45";"0,00"
"04:00";"0,00"
"04:15";"0,00"
"04:30";"0,00"
"04:45";"0,00"
"05:00";"0,00"
"05:15";"0,00"
"05:30";"0,00"
"05:45";"0,00"
"06:00";"0,00"
"06:15";"0,00"
"06:30";"0,00"
"06:45";"0,00"
"07:00";"0,05"
"07:15";"0,24"
"07:30";"0,36"
"07:45";"0,54"
"08:00";"0,86"
"08:15";"1,21"
"08:30";"1,62"
"08:45";"2,12"
"09:00";"2,86"
"09:15";"3,69"
"09:30";"4,60"
"09:45";"5,51"
"10:00";"6,28"
"10:15";"7,07"
"10:30";"7,76"
"10:45";"8,42"
"11:00";"8,98"
"11:15";"9,50"
"11:30";"9,99"
"11:45";"10,33"
"12:00";"10,65"
"12:15";"10,89"
"12:30";"11,12"
"12:45";"11,33"
"13:00";"11,43"
"13:15";"11,38"
"13:30";"11,41"
"13:45";"11,36"
"14:00";"11,19"
"14:15";"11,05"
"14:30";"10,79"
"14:45";"10,56"
"15:00";"10,27"
"15:15";"9,86"
"15:30";"9,52"
"15:45";"8,98"
"16:00";"8,29"
"16:15";"7,36"
"16:30";"6,43"
"16:45";"5,65"
"17:00";"5,09"
"17:15";"4,33"
"17:30";"3,54"
"17:45";"2,83"
"18:00";"2,05"
"18:15";"1,28"
"18:30";"0,57"
"18:45";"0,02"
"19:00";"0,00"
"19:15";"0,00"
"19:30";"0,00"
"19:45";"0,00"
"20:00";"0,00"
"20:15";"0,00"
"20:30";"0,00"
"20:45";"0,00"
"21:00";"0,00"
"21:15";"0,00"
"21:30";"0,00"
"21:45";"0,00"
"22:00";"0,00"
"22:15";"0,00"
"22:30";"0,00"
"22:45";"0,00"
"23:00";"0,00"
"23:15";"0,00"
"23:30";"0,00"
"23:45";"0,00"
"00:00";"0,00"
