sep=;
"Version";"4"
"Sprache";"de-DE"
"Lokales Export Datum";"06.11.2025 09:57:51"
"Export Datum UTC";"2025-11-06T08:57:51.201Z"
"Zeitzone";"Europe/Berlin"
"Nutzername";"strub@gmx.de"
"Ebene";"Anlage"
"Id der Anlage";"15227868"
"Name der Anlage";"Strub Thomas Offnadingen"
"";""
"Zeitraum";"Gesamtertrag [kWh] / Strub Thomas Offnadingen"
"01.07.2025";"77,98"
"02.07.2025";"85,96"
"03.07.2025";"62,17"
"04.07.2025";"93,92"
"05.07.2025";"91,49"
"06.07.2025";"33,98"
"07.07.2025";"39,06"
"08.07.2025";"49,48"
"09.07.2025";"70,19"
"10.07.2025";"94,61"
"11.07.2025";"93,94"
"12.07.2025";"93,79"
"13.07.2025";"82,96"
"14.07.2025";"66,44"
"15.07.2025";"65,08"
"16.07.2025";"31,00"
"17.07.2025";"91,93"
"18.07.2025";"90,40"
"19.07.2025";"49,18"
"20.07.2025";"55,01"
"21.07.2025";"60,75"
"22.07.2025";"44,32"
"23.07.2025";"65,80"
"24.07.2025";"67,43"
"25.07.2025";"45,52"
"26.07.2025";"58,33"
"27.07.2025";"56,85"
"28.07.2025";"34,03"
"29.07.2025";"76,70"
"30.07.2025";"38,97"
"31.07.2025";"56,30"
