sep=;
"Version";"4"
"Sprache";"de-DE"
"Lokales Export Datum";"05.11.2025 11:43:04"
"Export Datum UTC";"2025-11-05T10:43:04.712Z"
"Zeitzone";"Europe/Berlin"
"Nutzername";"strub@gmx.de"
"Ebene";"Anlage"
"Id der Anlage";"15227868"
"Name der Anlage";"Strub Thomas Offnadingen"
"";""
"Zeitraum";"Leistung [kW] / Strub Thomas Offnadingen"
"28.01.2025 00:15";"0,00"
"28.01.2025 00:30";"0,00"
"28.01.2025 00:45";"0,00"
"28.01.2025 01:00";"0,00"
"28.01.2025 01:15";"0,00"
"28.01.2025 01:30";"0,00"
"28.01.2025 01:45";"0,00"
"28.01.2025 02:00";"0,00"
"28.01.2025 02:15";"0,00"
"28.01.2025 02:30";"0,00"
"28.01.2025 02:45";"0,00"
"28.01.2025 03:00";"0,00"
"28.01.2025 03:15";"0,00"
"28.01.2025 03:30";"0,00"
"28.01.2025 03:45";"0,00"
"28.01.2025 04:00";"0,00"
"28.01.2025 04:15";"0,00"
"28.01.2025 04:30";"0,00"
"28.01.2025 04:45";"0,00"
"28.01.2025 05:00";"0,00"
"28.01.2025 05:15";"0,00"
"28.01.2025 05:30";"0,00"
"28.01.2025 05:45";"0,00"
"28.01.2025 06:00";"0,00"
"28.01.2025 06:15";"0,00"
"28.01.2025 06:30";"0,00"
"28.01.2025 06:45";"0,00"
"28.01.2025 07:00";"0,00"
"28.01.2025 07:15";"0,00"
"28.01.2025 07:30";"0,00"
"28.01.2025 07:45";"0,00"
"28.01.2025 08:00";"0,00"
"28.01.2025 08:15";"0,00"
"28.01.2025 08:30";"0,00"
"28.01.2025 08:45";"0,02"
"28.01.2025 09:00";"0,14"
"28.01.2025 09:15";"0,34"
"28.01.2025 09:30";"0,58"
"28.01.2025 09:45";"0,75"
"28.01.2025 10:00";"0,95"
"28.01.2025 10:15";"1,09"
"28.01.2025 10:30";"1,16"
"28.01.2025 10:45";"1,21"
"28.01.2025 11:00";"1,52"
"28.01.2025 11:15";"1,30"
"28.01.2025 11:30";"1,52"
"28.01.2025 11:45";"2,20"
"28.01.2025 12:00";"2,86"
"28.01.2025 12:15";"2,71"
"28.01.2025 12:30";"4,09"
"28.01.2025 12:45";"4,57"
"28.01.2025 13:00";"3,86"
"28.01.2025 13:15";"4,40"
"28.01.2025 13:30";"4,19"
"28.01.2025 13:45";"2,81"
"28.01.2025 14:00";"3,77"
"28.01.2025 14:15";"8,60"
"28.01.2025 14:30";"7,07"
"28.01.2025 14:45";"6,92"
"28.01.2025 15:00";"1,55"
"28.01.2025 15:15";"1,45"
"28.01.2025 15:30";"0,91"
"28.01.2025 15:45";"0,45"
"28.01.2025 16:00";"0,17"
"28.01.2025 16:15";"0,18"
"28.01.2025 16:30";"0,18"
"28.01.2025 16:45";"0,05"
"28.01.2025 17:00";"0,01"
"28.01.2025 17:15";"0,00"
"28.01.2025 17:30";"0,00"
"28.01.2025 17:45";"0,00"
"28.01.2025 18:00";"0,00"
"28.01.2025 18:15";"0,00"
"28.01.2025 18:30";"0,00"
"28.01.2025 18:45";"0,00"
"28.01.2025 19:00";"0,00"
"28.01.2025 19:15";"0,00"
"28.01.2025 19:30";"0,00"
"28.01.2025 19:45";"0,00"
"28.01.2025 20:00";"0,00"
"28.01.2025 20:15";"0,00"
"28.01.2025 20:30";"0,00"
"28.01.2025 20:45";"0,00"
"28.01.2025 21:00";"0,00"
"28.01.2025 21:15";"0,00"
"28.01.2025 21:30";"0,00"
"28.01.2025 21:45";"0,00"
"28.01.2025 22:00";"0,00"
"28.01.2025 22:15";"0,00"
"28.01.2025 22:30";"0,00"
"28.01.2025 22:45";"0,00"
"28.01.2025 23:00";"0,00"
"28.01.2025 23:15";"0,00"
"28.01.2025 23:30";"0,00"
"28.01.2025 23:45";"0,00"
"29.01.2025 00:00";"0,00"
"29.01.2025 00:15";"0,00"
"29.01.2025 00:30";"0,00"
"29.01.2025 00:45";"0,00"
"29.01.2025 01:00";"0,00"
"29.01.2025 01:15";"0,00"
"29.01.2025 01:30";"0,00"
"29.01.2025 01:45";"0,00"
"29.01.2025 02:00";"0,00"
"29.01.2025 02:15";"0,00"
"29.01.2025 02:30";"0,00"
"29.01.2025 02:45";"0,00"
"29.01.2025 03:00";"0,00"
"29.01.2025 03:15";"0,00"
"29.01.2025 03:30";"0,00"
"29.01.2025 03:45";"0,00"
"29.01.2025 04:00";"0,00"
"29.01.2025 04:15";"0,00"
"29.01.2025 04:30";"0,00"
"29.01.2025 04:45";"0,00"
"29.01.2025 05:00";"0,00"
"29.01.2025 05:15";"0,00"
"29.01.2025 05:30";"0,00"
"29.01.2025 05:45";"0,00"
"29.01.2025 06:00";"0,00"
"29.01.2025 06:15";"0,00"
"29.01.2025 06:30";"0,00"
"29.01.2025 06:45";"0,00"
"29.01.2025 07:00";"0,00"
"29.01.2025 07:15";"0,00"
"29.01.2025 07:30";"0,00"
"29.01.2025 07:45";"0,00"
"29.01.2025 08:00";"0,00"
"29.01.2025 08:15";"0,00"
"29.01.2025 08:30";"0,00"
"29.01.2025 08:45";"0,25"
"29.01.2025 09:00";"0,34"
"29.01.2025 09:15";"0,45"
"29.01.2025 09:30";"0,62"
"29.01.2025 09:45";"0,90"
"29.01.2025 10:00";"1,34"
"29.01.2025 10:15";"1,42"
"29.01.2025 10:30";"1,13"
"29.01.2025 10:45";"1,26"
"29.01.2025 11:00";"1,75"
"29.01.2025 11:15";"0,65"
"29.01.2025 11:30";"5,85"
"29.01.2025 11:45";"3,27"
"29.01.2025 12:00";"7,79"
"29.01.2025 12:15";"7,82"
"29.01.2025 12:30";"3,16"
"29.01.2025 12:45";"2,50"
"29.01.2025 13:00";"3,94"
"29.01.2025 13:15";"6,99"
"29.01.2025 13:30";"7,13"
"29.01.2025 13:45";"7,12"
"29.01.2025 14:00";"7,70"
"29.01.2025 14:15";"6,04"
"29.01.2025 14:30";"2,09"
"29.01.2025 14:45";"2,24"
"29.01.2025 15:00";"2,52"
"29.01.2025 15:15";"2,79"
"29.01.2025 15:30";"1,92"
"29.01.2025 15:45";"0,88"
"29.01.2025 16:00";"1,45"
"29.01.2025 16:15";"1,18"
"29.01.2025 16:30";"1,18"
"29.01.2025 16:45";"1,14"
"29.01.2025 17:00";"1,19"
"29.01.2025 17:15";"0,66"
"29.01.2025 17:30";"0,05"
"29.01.2025 17:45";"0,00"
"29.01.2025 18:00";"0,00"
"29.01.2025 18:15";"0,00"
"29.01.2025 18:30";"0,00"
"29.01.2025 18:45";"0,00"
"29.01.2025 19:00";"0,00"
"29.01.2025 19:15";"0,00"
"29.01.2025 19:30";"0,00"
"29.01.2025 19:45";"0,00"
"29.01.2025 20:00";"0,00"
"29.01.2025 20:15";"0,00"
"29.01.2025 20:30";"0,00"
"29.01.2025 20:45";"0,00"
"29.01.2025 21:00";"0,00"
"29.01.2025 21:15";"0,00"
"29.01.2025 21:30";"0,00"
"29.01.2025 21:45";"0,00"
"29.01.2025 22:00";"0,00"
"29.01.2025 22:15";"0,00"
"29.01.2025 22:30";"0,00"
"29.01.2025 22:45";"0,00"
"29.01.2025 23:00";"0,00"
"29.01.2025 23:15";"0,00"
