sep=;
"Version";"4"
"Sprache";"de-DE"
"Lokales Export Datum";"16.04.2025 18:25:55"
"Export Datum UTC";"2025-04-16T16:25:55.635Z"
"Zeitzone";"Europe/Berlin"
"Nutzername";"strub@gmx.de"
"Ebene";"Anlage"
"Id der Anlage";"15227868"
"Name der Anlage";"Strub Thomas Offnadingen"
"";""
"Zeitraum";"Leistung [kW]"
"00:15";"0,00"
"00:30";"0,00"
"00:45";"0,00"
"01:00";"0,00"
"01:15";"0,00"
"01:30";"0,00"
"01:45";"0,00"
"02:00";"0,00"
"02:15";"0,00"
"02:30";"0,00"
"02:45";"0,00"
"03:00";"0,00"
"03:15";"0,00"
"03:30";"0,00"
"03:45";"0,00"
"04:00";"0,00"
"04:15";"0,00"
"04:30";"0,00"
"04:45";"0,00"
"05:00";"0,00"
"05:15";"0,00"
"05:30";"0,00"
"05:45";"0,00"
"06:00";"0,00"
"06:15";"0,00"
"06:30";"0,00"
"06:45";"0,00"
"07:00";"0,10"
"07:15";"0,23"
"07:30";"0,39"
"07:45";"0,56"
"08:00";"0,78"
"08:15";"1,03"
"08:30";"1,17"
"08:45";"1,40"
"09:00";"1,81"
"09:15";"1,92"
"09:30";"2,26"
"09:45";"2,72"
"10:00";"3,02"
"10:15";"3,15"
"10:30";"3,17"
"10:45";"3,18"
"11:00";"3,32"
"11:15";"4,11"
"11:30";"6,53"
"11:45";"5,46"
"12:00";"5,30"
"12:15";"6,05"
"12:30";"6,14"
"12:45";"5,98"
"13:00";"6,27"
"13:15";"8,03"
"13:30";"7,05"
"13:45";"6,88"
"14:00";"5,87"
"14:15";"6,32"
"14:30";"4,72"
"14:45";"4,06"
"15:00";"4,00"
"15:15";"3,94"
"15:30";"4,58"
"15:45";"4,07"
"16:00";"3,76"
"16:15";"3,46"
"16:30";"2,61"
"16:45";"2,02"
"17:00";"1,94"
"17:15";"1,38"
"17:30";"0,96"
"17:45";"0,71"
"18:00";"0,50"
"18:15";"0,29"
"18:30";"0,07"
"18:45";"0,00"
"19:00";"0,00"
"19:15";"0,00"
"19:30";"0,00"
"19:45";"0,00"
"20:00";"0,00"
"20:15";"0,00"
"20:30";"0,00"
"20:45";"0,00"
"21:00";"0,00"
"21:15";"0,00"
"21:30";"0,00"
"21:45";"0,00"
"22:00";"0,00"
"22:15";"0,00"
"22:30";"0,00"
"22:45";"0,00"
"23:00";"0,00"
"23:15";"0,00"
"23:30";"0,00"
"23:45";"0,00"
"00:00";"0,00"
