sep=;
"Version";"4"
"Sprache";"de-DE"
"Lokales Export Datum";"05.11.2025 11:45:03"
"Export Datum UTC";"2025-11-05T10:45:03.757Z"
"Zeitzone";"Europe/Berlin"
"Nutzername";"strub@gmx.de"
"Ebene";"Anlage"
"Id der Anlage";"15227868"
"Name der Anlage";"Strub Thomas Offnadingen"
"";""
"Zeitraum";"Leistung [kW] / Strub Thomas Offnadingen"
"17.06.2025 00:15";"0,00"
"17.06.2025 00:30";"0,00"
"17.06.2025 00:45";"0,00"
"17.06.2025 01:00";"0,00"
"17.06.2025 01:15";"0,00"
"17.06.2025 01:30";"0,00"
"17.06.2025 01:45";"0,00"
"17.06.2025 02:00";"0,00"
"17.06.2025 02:15";"0,00"
"17.06.2025 02:30";"0,00"
"17.06.2025 02:45";"0,00"
"17.06.2025 03:00";"0,00"
"17.06.2025 03:15";"0,00"
"17.06.2025 03:30";"0,00"
"17.06.2025 03:45";"0,00"
"17.06.2025 04:00";"0,00"
"17.06.2025 04:15";"0,00"
"17.06.2025 04:30";"0,00"
"17.06.2025 04:45";"0,00"
"17.06.2025 05:00";"0,00"
"17.06.2025 05:15";"0,00"
"17.06.2025 05:30";"0,00"
"17.06.2025 05:45";"0,00"
"17.06.2025 06:00";"0,07"
"17.06.2025 06:15";"0,28"
"17.06.2025 06:30";"0,45"
"17.06.2025 06:45";"0,63"
"17.06.2025 07:00";"0,80"
"17.06.2025 07:15";"0,97"
"17.06.2025 07:30";"1,17"
"17.06.2025 07:45";"1,36"
"17.06.2025 08:00";"1,55"
"17.06.2025 08:15";"1,73"
"17.06.2025 08:30";"1,92"
"17.06.2025 08:45";"2,15"
"17.06.2025 09:00";"2,54"
"17.06.2025 09:15";"3,12"
"17.06.2025 09:30";"3,79"
"17.06.2025 09:45";"4,50"
"17.06.2025 10:00";"5,24"
"17.06.2025 10:15";"5,90"
"17.06.2025 10:30";"6,61"
"17.06.2025 10:45";"7,26"
"17.06.2025 11:00";"7,82"
"17.06.2025 11:15";"8,40"
"17.06.2025 11:30";"8,95"
"17.06.2025 11:45";"9,42"
"17.06.2025 12:00";"9,87"
"17.06.2025 12:15";"10,32"
"17.06.2025 12:30";"10,66"
"17.06.2025 12:45";"10,99"
"17.06.2025 13:00";"11,24"
"17.06.2025 13:15";"11,52"
"17.06.2025 13:30";"11,70"
"17.06.2025 13:45";"11,76"
"17.06.2025 14:00";"11,84"
"17.06.2025 14:15";"11,86"
"17.06.2025 14:30";"11,91"
"17.06.2025 14:45";"11,86"
"17.06.2025 15:00";"11,78"
"17.06.2025 15:15";"11,68"
"17.06.2025 15:30";"11,49"
"17.06.2025 15:45";"11,23"
"17.06.2025 16:00";"11,03"
"17.06.2025 16:15";"10,73"
"17.06.2025 16:30";"10,34"
"17.06.2025 16:45";"9,92"
"17.06.2025 17:00";"9,48"
"17.06.2025 17:15";"8,93"
"17.06.2025 17:30";"8,34"
"17.06.2025 17:45";"7,78"
"17.06.2025 18:00";"6,88"
"17.06.2025 18:15";"6,18"
"17.06.2025 18:30";"5,46"
"17.06.2025 18:45";"4,47"
"17.06.2025 19:00";"3,39"
"17.06.2025 19:15";"3,00"
"17.06.2025 19:30";"2,39"
"17.06.2025 19:45";"1,91"
"17.06.2025 20:00";"1,42"
"17.06.2025 20:15";"1,02"
"17.06.2025 20:30";"0,71"
"17.06.2025 20:45";"0,45"
"17.06.2025 21:00";"0,29"
"17.06.2025 21:15";"0,14"
"17.06.2025 21:30";"0,02"
"17.06.2025 21:45";"0,00"
"17.06.2025 22:00";"0,00"
"17.06.2025 22:15";"0,00"
"17.06.2025 22:30";"0,00"
"17.06.2025 22:45";"0,00"
"17.06.2025 23:00";"0,00"
"17.06.2025 23:15";"0,00"
"17.06.2025 23:30";"0,00"
"17.06.2025 23:45";"0,00"
"18.06.2025 00:00";"0,00"
"18.06.2025 00:15";"0,00"
"18.06.2025 00:30";"0,00"
"18.06.2025 00:45";"0,00"
"18.06.2025 01:00";"0,00"
"18.06.2025 01:15";"0,00"
"18.06.2025 01:30";"0,00"
"18.06.2025 01:45";"0,00"
"18.06.2025 02:00";"0,00"
"18.06.2025 02:15";"0,00"
"18.06.2025 02:30";"0,00"
"18.06.2025 02:45";"0,00"
"18.06.2025 03:00";"0,00"
"18.06.2025 03:15";"0,00"
"18.06.2025 03:30";"0,00"
"18.06.2025 03:45";"0,00"
"18.06.2025 04:00";"0,00"
"18.06.2025 04:15";"0,00"
"18.06.2025 04:30";"0,00"
"18.06.2025 04:45";"0,00"
"18.06.2025 05:00";"0,00"
"18.06.2025 05:15";"0,00"
"18.06.2025 05:30";"0,00"
"18.06.2025 05:45";"0,00"
"18.06.2025 06:00";"0,12"
"18.06.2025 06:15";"0,36"
"18.06.2025 06:30";"0,56"
"18.06.2025 06:45";"0,72"
"18.06.2025 07:00";"0,92"
"18.06.2025 07:15";"1,22"
"18.06.2025 07:30";"1,44"
"18.06.2025 07:45";"1,57"
"18.06.2025 08:00";"1,71"
"18.06.2025 08:15";"1,71"
"18.06.2025 08:30";"1,98"
"18.06.2025 08:45";"2,25"
"18.06.2025 09:00";"2,66"
"18.06.2025 09:15";"3,16"
"18.06.2025 09:30";"3,78"
"18.06.2025 09:45";"4,53"
"18.06.2025 10:00";"5,29"
"18.06.2025 10:15";"5,89"
"18.06.2025 10:30";"6,31"
"18.06.2025 10:45";"6,94"
"18.06.2025 11:00";"7,63"
"18.06.2025 11:15";"8,45"
"18.06.2025 11:30";"8,98"
"18.06.2025 11:45";"9,62"
"18.06.2025 12:00";"9,80"
"18.06.2025 12:15";"10,22"
"18.06.2025 12:30";"10,53"
"18.06.2025 12:45";"10,80"
"18.06.2025 13:00";"11,01"
"18.06.2025 13:15";"11,21"
"18.06.2025 13:30";"11,33"
"18.06.2025 13:45";"11,46"
"18.06.2025 14:00";"11,58"
"18.06.2025 14:15";"11,66"
"18.06.2025 14:30";"11,60"
"18.06.2025 14:45";"11,55"
"18.06.2025 15:00";"11,48"
"18.06.2025 15:15";"11,30"
"18.06.2025 15:30";"11,13"
"18.06.2025 15:45";"10,93"
"18.06.2025 16:00";"10,70"
"18.06.2025 16:15";"10,51"
"18.06.2025 16:30";"10,12"
"18.06.2025 16:45";"9,78"
"18.06.2025 17:00";"9,33"
"18.06.2025 17:15";"8,80"
"18.06.2025 17:30";"8,28"
"18.06.2025 17:45";"7,65"
"18.06.2025 18:00";"6,87"
"18.06.2025 18:15";"6,18"
"18.06.2025 18:30";"5,43"
"18.06.2025 18:45";"4,57"
"18.06.2025 19:00";"3,88"
"18.06.2025 19:15";"3,20"
"18.06.2025 19:30";"2,41"
"18.06.2025 19:45";"1,94"
"18.06.2025 20:00";"1,42"
"18.06.2025 20:15";"1,01"
"18.06.2025 20:30";"0,69"
"18.06.2025 20:45";"0,41"
"18.06.2025 21:00";"0,24"
"18.06.2025 21:15";"0,11"
"18.06.2025 21:30";"0,02"
"18.06.2025 21:45";"0,00"
"18.06.2025 22:00";"0,00"
"18.06.2025 22:15";"0,00"
"18.06.2025 22:30";"0,00"
"18.06.2025 22:45";"0,00"
"18.06.2025 23:00";"0,00"
"18.06.2025 23:15";"0,00"
