sep=;
"Version";"4"
"Sprache";"de-DE"
"Lokales Export Datum";"05.11.2025 11:46:04"
"Export Datum UTC";"2025-11-05T10:46:04.590Z"
"Zeitzone";"Europe/Berlin"
"Nutzername";"strub@gmx.de"
"Ebene";"Anlage"
"Id der Anlage";"15227868"
"Name der Anlage";"Strub Thomas Offnadingen"
"";""
"Zeitraum";"Leistung [kW] / Strub Thomas Offnadingen"
"07.10.2025 00:15";"0,00"
"07.10.2025 00:30";"0,00"
"07.10.2025 00:45";"0,00"
"07.10.2025 01:00";"0,00"
"07.10.2025 01:15";"0,00"
"07.10.2025 01:30";"0,00"
"07.10.2025 01:45";"0,00"
"07.10.2025 02:00";"0,00"
"07.10.2025 02:15";"0,00"
"07.10.2025 02:30";"0,00"
"07.10.2025 02:45";"0,00"
"07.10.2025 03:00";"0,00"
"07.10.2025 03:15";"0,00"
"07.10.2025 03:30";"0,00"
"07.10.2025 03:45";"0,00"
"07.10.2025 04:00";"0,00"
"07.10.2025 04:15";"0,00"
"07.10.2025 04:30";"0,00"
"07.10.2025 04:45";"0,00"
"07.10.2025 05:00";"0,00"
"07.10.2025 05:15";"0,00"
"07.10.2025 05:30";"0,00"
"07.10.2025 05:45";"0,00"
"07.10.2025 06:00";"0,00"
"07.10.2025 06:15";"0,00"
"07.10.2025 06:30";"0,00"
"07.10.2025 06:45";"0,00"
"07.10.2025 07:00";"0,00"
"07.10.2025 07:15";"0,00"
"07.10.2025 07:30";"0,00"
"07.10.2025 07:45";"0,00"
"07.10.2025 08:00";"0,02"
"07.10.2025 08:15";"0,29"
"07.10.2025 08:30";"0,66"
"07.10.2025 08:45";"1,04"
"07.10.2025 09:00";"1,46"
"07.10.2025 09:15";"1,46"
"07.10.2025 09:30";"1,58"
"07.10.2025 09:45";"2,19"
"07.10.2025 10:00";"2,92"
"07.10.2025 10:15";"3,69"
"07.10.2025 10:30";"4,53"
"07.10.2025 10:45";"5,29"
"07.10.2025 11:00";"5,97"
"07.10.2025 11:15";"6,62"
"07.10.2025 11:30";"7,22"
"07.10.2025 11:45";"7,75"
"07.10.2025 12:00";"8,20"
"07.10.2025 12:15";"8,66"
"07.10.2025 12:30";"8,95"
"07.10.2025 12:45";"9,21"
"07.10.2025 13:00";"9,45"
"07.10.2025 13:15";"9,68"
"07.10.2025 13:30";"9,89"
"07.10.2025 13:45";"9,94"
"07.10.2025 14:00";"9,49"
"07.10.2025 14:15";"9,92"
"07.10.2025 14:30";"8,36"
"07.10.2025 14:45";"9,24"
"07.10.2025 15:00";"5,57"
"07.10.2025 15:15";"3,29"
"07.10.2025 15:30";"3,00"
"07.10.2025 15:45";"1,19"
"07.10.2025 16:00";"2,20"
"07.10.2025 16:15";"3,97"
"07.10.2025 16:30";"1,87"
"07.10.2025 16:45";"1,60"
"07.10.2025 17:00";"3,37"
"07.10.2025 17:15";"2,48"
"07.10.2025 17:30";"0,85"
"07.10.2025 17:45";"1,51"
"07.10.2025 18:00";"0,88"
"07.10.2025 18:15";"2,08"
"07.10.2025 18:30";"0,66"
"07.10.2025 18:45";"0,44"
"07.10.2025 19:00";"0,08"
"07.10.2025 19:15";"0,00"
"07.10.2025 19:30";"0,00"
"07.10.2025 19:45";"0,00"
"07.10.2025 20:00";"0,00"
"07.10.2025 20:15";"0,00"
"07.10.2025 20:30";"0,00"
"07.10.2025 20:45";"0,00"
"07.10.2025 21:00";"0,00"
"07.10.2025 21:15";"0,00"
"07.10.2025 21:30";"0,00"
"07.10.2025 21:45";"0,00"
"07.10.2025 22:00";"0,00"
"07.10.2025 22:15";"0,00"
"07.10.2025 22:30";"0,00"
"07.10.2025 22:45";"0,00"
"07.10.2025 23:00";"0,00"
"07.10.2025 23:15";"0,00"
"07.10.2025 23:30";"0,00"
"07.10.2025 23:45";"0,00"
"08.10.2025 00:00";"0,00"
"08.10.2025 00:15";"0,00"
"08.10.2025 00:30";"0,00"
"08.10.2025 00:45";"0,00"
"08.10.2025 01:00";"0,00"
"08.10.2025 01:15";"0,00"
"08.10.2025 01:30";"0,00"
"08.10.2025 01:45";"0,00"
"08.10.2025 02:00";"0,00"
"08.10.2025 02:15";"0,00"
"08.10.2025 02:30";"0,00"
"08.10.2025 02:45";"0,00"
"08.10.2025 03:00";"0,00"
"08.10.2025 03:15";"0,00"
"08.10.2025 03:30";"0,00"
"08.10.2025 03:45";"0,00"
"08.10.2025 04:00";"0,00"
"08.10.2025 04:15";"0,00"
"08.10.2025 04:30";"0,00"
"08.10.2025 04:45";"0,00"
"08.10.2025 05:00";"0,00"
"08.10.2025 05:15";"0,00"
"08.10.2025 05:30";"0,00"
"08.10.2025 05:45";"0,00"
"08.10.2025 06:00";"0,00"
"08.10.2025 06:15";"0,00"
"08.10.2025 06:30";"0,00"
"08.10.2025 06:45";"0,00"
"08.10.2025 07:00";"0,00"
"08.10.2025 07:15";"0,00"
"08.10.2025 07:30";"0,00"
"08.10.2025 07:45";"0,00"
"08.10.2025 08:00";"0,00"
"08.10.2025 08:15";"0,11"
"08.10.2025 08:30";"0,22"
"08.10.2025 08:45";"0,37"
"08.10.2025 09:00";"0,51"
"08.10.2025 09:15";"0,79"
"08.10.2025 09:30";"0,76"
"08.10.2025 09:45";"0,92"
"08.10.2025 10:00";"1,22"
"08.10.2025 10:15";"1,40"
"08.10.2025 10:30";"1,64"
"08.10.2025 10:45";"1,89"
"08.10.2025 11:00";"2,39"
"08.10.2025 11:15";"2,29"
"08.10.2025 11:30";"2,36"
"08.10.2025 11:45";"2,33"
"08.10.2025 12:00";"2,22"
"08.10.2025 12:15";"3,02"
"08.10.2025 12:30";"5,04"
"08.10.2025 12:45";"6,38"
"08.10.2025 13:00";"5,18"
"08.10.2025 13:15";"9,76"
"08.10.2025 13:30";"9,74"
"08.10.2025 13:45";"9,94"
"08.10.2025 14:00";"9,07"
"08.10.2025 14:15";"9,25"
"08.10.2025 14:30";"9,50"
"08.10.2025 14:45";"9,47"
"08.10.2025 15:00";"9,70"
"08.10.2025 15:15";"7,43"
"08.10.2025 15:30";"8,32"
"08.10.2025 15:45";"7,46"
"08.10.2025 16:00";"7,81"
"08.10.2025 16:15";"7,84"
"08.10.2025 16:30";"6,98"
"08.10.2025 16:45";"5,08"
"08.10.2025 17:00";"3,24"
"08.10.2025 17:15";"1,42"
"08.10.2025 17:30";"1,84"
"08.10.2025 17:45";"4,17"
"08.10.2025 18:00";"2,68"
"08.10.2025 18:15";"0,44"
"08.10.2025 18:30";"1,00"
"08.10.2025 18:45";"0,49"
"08.10.2025 19:00";"0,02"
"08.10.2025 19:15";"0,00"
"08.10.2025 19:30";"0,00"
"08.10.2025 19:45";"0,00"
"08.10.2025 20:00";"0,00"
"08.10.2025 20:15";"0,00"
"08.10.2025 20:30";"0,00"
"08.10.2025 20:45";"0,00"
"08.10.2025 21:00";"0,00"
"08.10.2025 21:15";"0,00"
"08.10.2025 21:30";"0,00"
"08.10.2025 21:45";"0,00"
"08.10.2025 22:00";"0,00"
"08.10.2025 22:15";"0,00"
"08.10.2025 22:30";"0,00"
"08.10.2025 22:45";"0,00"
"08.10.2025 23:00";"0,00"
"08.10.2025 23:15";"0,00"
