sep=;
"Version";"4"
"Sprache";"de-DE"
"Lokales Export Datum";"05.11.2025 11:44:57"
"Export Datum UTC";"2025-11-05T10:44:57.923Z"
"Zeitzone";"Europe/Berlin"
"Nutzername";"strub@gmx.de"
"Ebene";"Anlage"
"Id der Anlage";"15227868"
"Name der Anlage";"Strub Thomas Offnadingen"
"";""
"Zeitraum";"Leistung [kW] / Strub Thomas Offnadingen"
"03.06.2025 00:15";"0,00"
"03.06.2025 00:30";"0,00"
"03.06.2025 00:45";"0,00"
"03.06.2025 01:00";"0,00"
"03.06.2025 01:15";"0,00"
"03.06.2025 01:30";"0,00"
"03.06.2025 01:45";"0,00"
"03.06.2025 02:00";"0,00"
"03.06.2025 02:15";"0,00"
"03.06.2025 02:30";"0,00"
"03.06.2025 02:45";"0,00"
"03.06.2025 03:00";"0,00"
"03.06.2025 03:15";"0,00"
"03.06.2025 03:30";"0,00"
"03.06.2025 03:45";"0,00"
"03.06.2025 04:00";"0,00"
"03.06.2025 04:15";"0,00"
"03.06.2025 04:30";"0,00"
"03.06.2025 04:45";"0,00"
"03.06.2025 05:00";"0,00"
"03.06.2025 05:15";"0,00"
"03.06.2025 05:30";"0,00"
"03.06.2025 05:45";"0,00"
"03.06.2025 06:00";"0,00"
"03.06.2025 06:15";"0,01"
"03.06.2025 06:30";"0,28"
"03.06.2025 06:45";"0,47"
"03.06.2025 07:00";"0,70"
"03.06.2025 07:15";"0,98"
"03.06.2025 07:30";"1,33"
"03.06.2025 07:45";"1,56"
"03.06.2025 08:00";"1,60"
"03.06.2025 08:15";"1,62"
"03.06.2025 08:30";"1,68"
"03.06.2025 08:45";"2,50"
"03.06.2025 09:00";"2,84"
"03.06.2025 09:15";"3,27"
"03.06.2025 09:30";"3,50"
"03.06.2025 09:45";"4,27"
"03.06.2025 10:00";"4,93"
"03.06.2025 10:15";"5,45"
"03.06.2025 10:30";"6,71"
"03.06.2025 10:45";"6,84"
"03.06.2025 11:00";"6,47"
"03.06.2025 11:15";"5,34"
"03.06.2025 11:30";"5,66"
"03.06.2025 11:45";"5,77"
"03.06.2025 12:00";"6,36"
"03.06.2025 12:15";"7,28"
"03.06.2025 12:30";"7,89"
"03.06.2025 12:45";"7,78"
"03.06.2025 13:00";"6,94"
"03.06.2025 13:15";"7,27"
"03.06.2025 13:30";"7,30"
"03.06.2025 13:45";"7,50"
"03.06.2025 14:00";"6,66"
"03.06.2025 14:15";"6,22"
"03.06.2025 14:30";"4,52"
"03.06.2025 14:45";"4,98"
"03.06.2025 15:00";"3,20"
"03.06.2025 15:15";"2,81"
"03.06.2025 15:30";"1,80"
"03.06.2025 15:45";"1,30"
"03.06.2025 16:00";"0,37"
"03.06.2025 16:15";"0,64"
"03.06.2025 16:30";"0,97"
"03.06.2025 16:45";"2,32"
"03.06.2025 17:00";"1,81"
"03.06.2025 17:15";"0,76"
"03.06.2025 17:30";"0,44"
"03.06.2025 17:45";"0,70"
"03.06.2025 18:00";"0,61"
"03.06.2025 18:15";"1,32"
"03.06.2025 18:30";"3,74"
"03.06.2025 18:45";"2,76"
"03.06.2025 19:00";"1,64"
"03.06.2025 19:15";"1,33"
"03.06.2025 19:30";"1,32"
"03.06.2025 19:45";"1,36"
"03.06.2025 20:00";"1,28"
"03.06.2025 20:15";"0,80"
"03.06.2025 20:30";"0,61"
"03.06.2025 20:45";"0,45"
"03.06.2025 21:00";"0,20"
"03.06.2025 21:15";"0,03"
"03.06.2025 21:30";"0,00"
"03.06.2025 21:45";"0,00"
"03.06.2025 22:00";"0,00"
"03.06.2025 22:15";"0,00"
"03.06.2025 22:30";"0,00"
"03.06.2025 22:45";"0,00"
"03.06.2025 23:00";"0,00"
"03.06.2025 23:15";"0,00"
"03.06.2025 23:30";"0,00"
"03.06.2025 23:45";"0,00"
"04.06.2025 00:00";"0,00"
"04.06.2025 00:15";"0,00"
"04.06.2025 00:30";"0,00"
"04.06.2025 00:45";"0,00"
"04.06.2025 01:00";"0,00"
"04.06.2025 01:15";"0,00"
"04.06.2025 01:30";"0,00"
"04.06.2025 01:45";"0,00"
"04.06.2025 02:00";"0,00"
"04.06.2025 02:15";"0,00"
"04.06.2025 02:30";"0,00"
"04.06.2025 02:45";"0,00"
"04.06.2025 03:00";"0,00"
"04.06.2025 03:15";"0,00"
"04.06.2025 03:30";"0,00"
"04.06.2025 03:45";"0,00"
"04.06.2025 04:00";"0,00"
"04.06.2025 04:15";"0,00"
"04.06.2025 04:30";"0,00"
"04.06.2025 04:45";"0,00"
"04.06.2025 05:00";"0,00"
"04.06.2025 05:15";"0,00"
"04.06.2025 05:30";"0,00"
"04.06.2025 05:45";"0,00"
"04.06.2025 06:00";"0,00"
"04.06.2025 06:15";"0,00"
"04.06.2025 06:30";"0,00"
"04.06.2025 06:45";"0,00"
"04.06.2025 07:00";"0,00"
"04.06.2025 07:15";"0,00"
"04.06.2025 07:30";"0,10"
"04.06.2025 07:45";"0,29"
"04.06.2025 08:00";"0,70"
"04.06.2025 08:15";"1,42"
"04.06.2025 08:30";"1,69"
"04.06.2025 08:45";"1,98"
"04.06.2025 09:00";"2,17"
"04.06.2025 09:15";"0,90"
"04.06.2025 09:30";"0,94"
"04.06.2025 09:45";"0,48"
"04.06.2025 10:00";"1,00"
"04.06.2025 10:15";"1,70"
"04.06.2025 10:30";"1,72"
"04.06.2025 10:45";"1,20"
"04.06.2025 11:00";"1,28"
"04.06.2025 11:15";"0,75"
"04.06.2025 11:30";"1,50"
"04.06.2025 11:45";"1,16"
"04.06.2025 12:00";"0,72"
"04.06.2025 12:15";"3,45"
"04.06.2025 12:30";"5,30"
"04.06.2025 12:45";"4,43"
"04.06.2025 13:00";"3,62"
"04.06.2025 13:15";"3,41"
"04.06.2025 13:30";"3,26"
"04.06.2025 13:45";"3,00"
"04.06.2025 14:00";"7,49"
"04.06.2025 14:15";"5,25"
"04.06.2025 14:30";"3,93"
"04.06.2025 14:45";"4,66"
"04.06.2025 15:00";"4,20"
"04.06.2025 15:15";"1,96"
"04.06.2025 15:30";"1,80"
"04.06.2025 15:45";"1,63"
"04.06.2025 16:00";"2,72"
"04.06.2025 16:15";"0,73"
"04.06.2025 16:30";"0,20"
"04.06.2025 16:45";"0,09"
"04.06.2025 17:00";"0,21"
"04.06.2025 17:15";"1,18"
"04.06.2025 17:30";"3,74"
"04.06.2025 17:45";"1,49"
"04.06.2025 18:00";"0,72"
"04.06.2025 18:15";"0,46"
"04.06.2025 18:30";"0,58"
"04.06.2025 18:45";"1,10"
"04.06.2025 19:00";"1,36"
"04.06.2025 19:15";"1,33"
"04.06.2025 19:30";"0,92"
"04.06.2025 19:45";"0,55"
"04.06.2025 20:00";"0,48"
"04.06.2025 20:15";"0,55"
"04.06.2025 20:30";"0,26"
"04.06.2025 20:45";"0,11"
"04.06.2025 21:00";"0,01"
"04.06.2025 21:15";"0,00"
"04.06.2025 21:30";"0,00"
"04.06.2025 21:45";"0,00"
"04.06.2025 22:00";"0,00"
"04.06.2025 22:15";"0,00"
"04.06.2025 22:30";"0,00"
"04.06.2025 22:45";"0,00"
"04.06.2025 23:00";"0,00"
"04.06.2025 23:15";"0,00"
