sep=;
"Version";"4"
"Sprache";"de-DE"
"Lokales Export Datum";"05.11.2025 11:43:37"
"Export Datum UTC";"2025-11-05T10:43:37.384Z"
"Zeitzone";"Europe/Berlin"
"Nutzername";"strub@gmx.de"
"Ebene";"Anlage"
"Id der Anlage";"15227868"
"Name der Anlage";"Strub Thomas Offnadingen"
"";""
"Zeitraum";"Leistung [kW] / Strub Thomas Offnadingen"
"04.03.2025 00:15";"0,00"
"04.03.2025 00:30";"0,00"
"04.03.2025 00:45";"0,00"
"04.03.2025 01:00";"0,00"
"04.03.2025 01:15";"0,00"
"04.03.2025 01:30";"0,00"
"04.03.2025 01:45";"0,00"
"04.03.2025 02:00";"0,00"
"04.03.2025 02:15";"0,00"
"04.03.2025 02:30";"0,00"
"04.03.2025 02:45";"0,00"
"04.03.2025 03:00";"0,00"
"04.03.2025 03:15";"0,00"
"04.03.2025 03:30";"0,00"
"04.03.2025 03:45";"0,00"
"04.03.2025 04:00";"0,00"
"04.03.2025 04:15";"0,00"
"04.03.2025 04:30";"0,00"
"04.03.2025 04:45";"0,00"
"04.03.2025 05:00";"0,00"
"04.03.2025 05:15";"0,00"
"04.03.2025 05:30";"0,00"
"04.03.2025 05:45";"0,00"
"04.03.2025 06:00";"0,00"
"04.03.2025 06:15";"0,00"
"04.03.2025 06:30";"0,00"
"04.03.2025 06:45";"0,00"
"04.03.2025 07:00";"0,00"
"04.03.2025 07:15";"0,00"
"04.03.2025 07:30";"0,10"
"04.03.2025 07:45";"0,33"
"04.03.2025 08:00";"0,56"
"04.03.2025 08:15";"0,80"
"04.03.2025 08:30";"1,19"
"04.03.2025 08:45";"1,67"
"04.03.2025 09:00";"2,19"
"04.03.2025 09:15";"2,82"
"04.03.2025 09:30";"3,87"
"04.03.2025 09:45";"4,68"
"04.03.2025 10:00";"5,30"
"04.03.2025 10:15";"6,41"
"04.03.2025 10:30";"5,91"
"04.03.2025 10:45";"6,95"
"04.03.2025 11:00";"7,85"
"04.03.2025 11:15";"8,39"
"04.03.2025 11:30";"9,17"
"04.03.2025 11:45";"9,38"
"04.03.2025 12:00";"9,16"
"04.03.2025 12:15";"10,08"
"04.03.2025 12:30";"9,97"
"04.03.2025 12:45";"10,25"
"04.03.2025 13:00";"10,62"
"04.03.2025 13:15";"9,99"
"04.03.2025 13:30";"10,04"
"04.03.2025 13:45";"10,57"
"04.03.2025 14:00";"10,18"
"04.03.2025 14:15";"10,12"
"04.03.2025 14:30";"9,69"
"04.03.2025 14:45";"9,62"
"04.03.2025 15:00";"9,23"
"04.03.2025 15:15";"8,88"
"04.03.2025 15:30";"8,19"
"04.03.2025 15:45";"7,55"
"04.03.2025 16:00";"6,75"
"04.03.2025 16:15";"5,70"
"04.03.2025 16:30";"5,59"
"04.03.2025 16:45";"4,58"
"04.03.2025 17:00";"3,94"
"04.03.2025 17:15";"2,99"
"04.03.2025 17:30";"1,66"
"04.03.2025 17:45";"0,85"
"04.03.2025 18:00";"0,91"
"04.03.2025 18:15";"0,28"
"04.03.2025 18:30";"0,00"
"04.03.2025 18:45";"0,00"
"04.03.2025 19:00";"0,00"
"04.03.2025 19:15";"0,00"
"04.03.2025 19:30";"0,00"
"04.03.2025 19:45";"0,00"
"04.03.2025 20:00";"0,00"
"04.03.2025 20:15";"0,00"
"04.03.2025 20:30";"0,00"
"04.03.2025 20:45";"0,00"
"04.03.2025 21:00";"0,00"
"04.03.2025 21:15";"0,00"
"04.03.2025 21:30";"0,00"
"04.03.2025 21:45";"0,00"
"04.03.2025 22:00";"0,00"
"04.03.2025 22:15";"0,00"
"04.03.2025 22:30";"0,00"
"04.03.2025 22:45";"0,00"
"04.03.2025 23:00";"0,00"
"04.03.2025 23:15";"0,00"
"04.03.2025 23:30";"0,00"
"04.03.2025 23:45";"0,00"
"05.03.2025 00:00";"0,00"
"05.03.2025 00:15";"0,00"
"05.03.2025 00:30";"0,00"
"05.03.2025 00:45";"0,00"
"05.03.2025 01:00";"0,00"
"05.03.2025 01:15";"0,00"
"05.03.2025 01:30";"0,00"
"05.03.2025 01:45";"0,00"
"05.03.2025 02:00";"0,00"
"05.03.2025 02:15";"0,00"
"05.03.2025 02:30";"0,00"
"05.03.2025 02:45";"0,00"
"05.03.2025 03:00";"0,00"
"05.03.2025 03:15";"0,00"
"05.03.2025 03:30";"0,00"
"05.03.2025 03:45";"0,00"
"05.03.2025 04:00";"0,00"
"05.03.2025 04:15";"0,00"
"05.03.2025 04:30";"0,00"
"05.03.2025 04:45";"0,00"
"05.03.2025 05:00";"0,00"
"05.03.2025 05:15";"0,00"
"05.03.2025 05:30";"0,00"
"05.03.2025 05:45";"0,00"
"05.03.2025 06:00";"0,00"
"05.03.2025 06:15";"0,00"
"05.03.2025 06:30";"0,00"
"05.03.2025 06:45";"0,00"
"05.03.2025 07:00";"0,00"
"05.03.2025 07:15";"0,00"
"05.03.2025 07:30";"0,10"
"05.03.2025 07:45";"0,32"
"05.03.2025 08:00";"0,54"
"05.03.2025 08:15";"0,78"
"05.03.2025 08:30";"1,13"
"05.03.2025 08:45";"1,50"
"05.03.2025 09:00";"2,09"
"05.03.2025 09:15";"2,80"
"05.03.2025 09:30";"3,62"
"05.03.2025 09:45";"4,45"
"05.03.2025 10:00";"5,32"
"05.03.2025 10:15";"6,05"
"05.03.2025 10:30";"6,76"
"05.03.2025 10:45";"7,37"
"05.03.2025 11:00";"8,00"
"05.03.2025 11:15";"8,49"
"05.03.2025 11:30";"8,94"
"05.03.2025 11:45";"9,32"
"05.03.2025 12:00";"9,60"
"05.03.2025 12:15";"9,84"
"05.03.2025 12:30";"10,02"
"05.03.2025 12:45";"10,18"
"05.03.2025 13:00";"10,32"
"05.03.2025 13:15";"10,42"
"05.03.2025 13:30";"10,42"
"05.03.2025 13:45";"10,36"
"05.03.2025 14:00";"10,28"
"05.03.2025 14:15";"10,16"
"05.03.2025 14:30";"9,94"
"05.03.2025 14:45";"9,72"
"05.03.2025 15:00";"9,45"
"05.03.2025 15:15";"9,06"
"05.03.2025 15:30";"8,64"
"05.03.2025 15:45";"8,08"
"05.03.2025 16:00";"7,28"
"05.03.2025 16:15";"6,36"
"05.03.2025 16:30";"5,66"
"05.03.2025 16:45";"5,05"
"05.03.2025 17:00";"4,48"
"05.03.2025 17:15";"3,79"
"05.03.2025 17:30";"2,98"
"05.03.2025 17:45";"2,21"
"05.03.2025 18:00";"1,23"
"05.03.2025 18:15";"0,20"
"05.03.2025 18:30";"0,00"
"05.03.2025 18:45";"0,00"
"05.03.2025 19:00";"0,00"
"05.03.2025 19:15";"0,00"
"05.03.2025 19:30";"0,00"
"05.03.2025 19:45";"0,00"
"05.03.2025 20:00";"0,00"
"05.03.2025 20:15";"0,00"
"05.03.2025 20:30";"0,00"
"05.03.2025 20:45";"0,00"
"05.03.2025 21:00";"0,00"
"05.03.2025 21:15";"0,00"
"05.03.2025 21:30";"0,00"
"05.03.2025 21:45";"0,00"
"05.03.2025 22:00";"0,00"
"05.03.2025 22:15";"0,00"
"05.03.2025 22:30";"0,00"
"05.03.2025 22:45";"0,00"
"05.03.2025 23:00";"0,00"
"05.03.2025 23:15";"0,00"
